date,symbol,Open,High,Low,Adj Close,Volume,OBV,MACD,Signal,Histogram,RSI,MA10,MA20,MA50,MA100,MA200,dist_to_P,dist_to_R1,dist_to_R2,dist_to_R3,dist_to_S1,dist_to_S2,dist_to_S3,Short_Term_Foundation_Days,Long_Term_Foundation_Days,y_pred_1,y_pred_2,y_pred_3,y_pred_4,y_pred_5
2023-01-17,CTG,0.03456221198156695,0.021601489757914205,0.04176334106728552,0.019739292364990613,-0.3498672693483684,570049750.0,0.7218075154439028,0.5695595119321257,0.15224800351177703,84.42307669578403,26.035000000000004,25.223999999999997,24.075599999999998,22.891599999999997,23.6873,0.0076054955839058025,-0.040726202158979354,-0.06489205103042194,-0.13738959764474967,0.031771344455348384,0.08010304219823354,0.15260058881256128,2.0,2.0,3.0541369915008545,1.0412517786026,0.31508901715278625,-0.9343812465667725,-2.1343631744384766
2023-01-18,CTG,0.01633259094283579,0.006562158220925873,0.009651076466221209,0.0051132213294375894,-0.07818253794620589,573256210.0,0.7941521133640883,0.6144780322185183,0.17967408114557004,83.26446256906975,26.237000000000002,25.347,24.1992,22.9122,23.680149999999998,0.01275760549558394,-0.035574092247301216,-0.0597399411187438,-0.13223748773307153,0.036923454367026515,0.08525515210991168,0.15775269872423942,3.0,3.0,2.5920212268829346,0.9136481881141663,-0.008724827319383621,-1.197981834411621,-1.4880292415618896
2023-01-19,CTG,0.0032870708546384186,0.007968127490039834,-0.008088235294117618,0.011264534883720811,0.5626254498730687,578266706.0,0.8665115320951244,0.6648847321938396,0.20162679990128485,86.6267462649153,26.47,25.508000000000003,24.3182,22.9408,23.673450000000003,0.024165848871442578,-0.024165848871442578,-0.048331697742885156,-0.12082924435721289,0.048331697742885156,0.09666339548577031,0.16916094210009805,4.0,4.0,-1.7328566312789917,-1.2209607362747192,-0.293730229139328,0.16917215287685394,1.3173882961273193
2023-01-27,CTG,0.013105205678922482,0.005030542579949726,0.0018532246108229344,-0.024074739489759134,-0.31581025112084715,574838576.0,0.8598813156354517,0.703884048882162,0.15599726675328962,75.41284384297622,26.627,25.631,24.4542,22.9582,23.663600000000002,-0.008276533592989285,-0.02129990262901651,-0.04259980525803302,-0.07692307692307675,0.013023369036027225,0.02604673807205445,0.06037000973709818,5.0,5.0,-2.087381601333618,-0.25085651874542236,0.029091212898492813,0.5184046030044556,0.9469367265701294
2023-01-30,CTG,-0.03521379805964775,-0.03539506614229526,-0.016648168701442922,-0.01988217967599404,0.09152132503726529,571096699.0,0.8018105612509778,0.7234693513559253,0.07834120989505255,64.66165396517614,26.684999999999995,25.725,24.5642,22.9716,23.653299999999998,0.011782592170277412,-0.01900418091980249,-0.061573546180159665,-0.13492968453059676,0.05435195743063459,0.0851387305207145,0.15849486887115158,6.0,6.0,-2.949437379837036,-1.168172001838684,0.04290905222296715,0.8304237723350525,1.8200260400772095
2023-01-31,CTG,-0.010055865921787865,0.011489992587101483,-0.006772009029345383,0.02516904583020274,-0.07774467199215795,574547665.0,0.8006233826164042,0.7389001576080211,0.06172322500838312,66.1261259593215,26.858999999999998,25.924,24.682199999999998,22.9944,23.65105,0.0372481946028125,0.006461421512732595,-0.036107943747624584,-0.10946408209806166,0.07981755986316967,0.11060433295324958,0.18396047130368665,7.0,7.0,-3.711813449859619,-1.2979545593261719,-0.5865140557289124,0.8486447930335999,3.3124966621398926
2023-02-01,CTG,0.026711813393528905,0.005130084279955982,-0.03409090909090906,-0.04910223525100765,0.26017294867581997,570198851.0,0.6836747568187604,0.727855077450169,-0.04418032063140853,53.2656022139741,26.85,26.0315,24.7824,23.001099999999997,23.639849999999996,-0.013683010262257808,-0.04446978335233771,-0.08703914861269489,-0.16039528696313196,0.02888635499809937,0.05967312808817927,0.13302926643861634,1.0,8.0,-1.3408701419830322,0.9180077910423279,0.9419224262237549,2.016512155532837,0.7851126790046692
2023-02-02,CTG,-0.04910223525100765,-0.039372949325555906,0.007058823529411784,0.006936416184970984,-0.2768389266590845,573343744.0,0.5986161496346369,0.7020072918870626,-0.10339114225242563,53.868194734361786,26.877,26.123,24.861200000000004,23.017599999999998,23.630899999999997,-0.006841505131128972,-0.03762827822120887,-0.08019764348156605,-0.15355378183200313,0.035727860129228205,0.0665146332193081,0.13987077156974517,2.0,9.0,-0.8716310262680054,0.6014775633811951,1.8298964500427246,1.7633626461029053,-0.2818862795829773
2023-02-03,CTG,0.006936416184970984,-0.0015180265654649583,0.012461059190031154,-0.00497512437810943,0.15047825156531558,569725613.0,0.5147825838962525,0.6645623502889006,-0.14977976639264812,49.69969959522586,26.873,26.215000000000003,24.9338,23.037300000000002,23.6222,-0.011782592170277547,-0.04256936526035745,-0.08513873052071462,-0.15849486887115172,0.03078677309007963,0.06157354618015953,0.13492968453059662,3.0,10.0,1.3022180795669556,1.7831189632415771,1.1993252038955688,0.3906688690185547,-1.2979686260223389
2023-02-06,CTG,-0.013777267508610747,0.017103762827822333,-0.017307692307692246,0.029230769230769393,-0.2727397100878879,572356936.0,0.5038613277320323,0.6324221457775271,-0.1285608180454948,58.73015861151196,26.863999999999997,26.333499999999997,25.027,23.0646,23.625349999999997,0.021114220300178118,-0.003943017044009097,-0.035359959297888544,-0.09183413889595521,0.05253116255405757,0.07758839989824479,0.13406257949631145,4.0,11.0,0.8907028436660767,0.5908027291297913,0.5238320231437683,-0.1336248815059662,-0.5024580359458923
2023-02-07,CTG,0.034924330616996624,0.010089686098654793,0.021135029354207413,-0.02354260089686111,0.23745735510235733,569100786.0,0.43930636831297676,0.593798990284617,-0.15449262197164026,50.63649212038035,26.738999999999997,26.387,25.118199999999998,23.083799999999997,23.62735,-0.002925464258458458,-0.02798270160264567,-0.059399643856525124,-0.1158738234545918,0.028491477995420993,0.053548715339608206,0.11002289493767488,5.0,12.0,1.6529388427734375,1.3570630550384521,0.465103417634964,0.2993031442165375,-1.0217504501342773
2023-02-08,CTG,-0.018372703412073532,0.0,0.0015331544653123252,0.024110218140068973,-0.02945318858160706,572261032.0,0.4339791907816597,0.5618350303840256,-0.1278558396023659,55.984042448965894,26.663,26.45,25.2256,23.105300000000003,23.63275,0.021114220300178118,-0.003943017044009097,-0.035359959297888544,-0.09183413889595521,0.05253116255405757,0.07758839989824479,0.13406257949631145,6.0,13.0,-1.491059422492981,-0.18392720818519592,0.8803560137748718,1.1796950101852417,-0.006547421216964722
2023-02-09,CTG,0.022154316271963292,0.0,0.006888633754305484,-0.01681614349775795,-0.14547633317153164,569560527.0,0.3889624084903822,0.527260506005297,-0.13829809751491473,51.732990921147376,26.511000000000003,26.490499999999997,25.315,23.1268,23.63455,0.003943017044009097,-0.021114220300178118,-0.05253116255405757,-0.10900534215212423,0.035359959297888544,0.06041719664207576,0.11689137624014243,7.0,14.0,1.2091500759124756,1.421709418296814,0.8660362958908081,-0.22311674058437347,-1.4430735111236572
2023-02-10,CTG,-0.01681614349775795,-0.013318534961154205,-0.010262257696693311,-0.010262257696693311,-0.22059022293978348,567455727.0,0.32772176813692866,0.48735275843162335,-0.15963099029469469,44.413793017683695,26.399,26.512999999999998,25.395599999999998,23.1465,23.6332,-0.0063597049096922355,-0.03141694225387945,-0.0628338845077589,-0.11930806410582556,0.025057237344187216,0.05011447468837443,0.1065886542864411,8.0,15.0,0.5163139700889587,1.0092601776123047,0.7600517868995667,0.02846745029091835,-0.6505339741706848
2023-02-13,CTG,-0.01862409730140624,-0.01687289088863908,-0.010368663594470084,0.0019201228878649168,0.014313949068795129,569590655.0,0.27999509243964127,0.445881225233227,-0.16588613279358572,40.47267347612742,26.345999999999997,26.515499999999996,25.4556,23.1729,23.64125,-0.008236188545362464,-0.035478966041561213,-0.054232133806386314,-0.10022807906741017,0.010516979219462635,0.03775975671566139,0.08375570197668523,9.0,16.0,2.670447587966919,1.5489137172698975,0.4290907680988312,-0.4610201120376587,-1.9339611530303955
2023-02-14,CTG,0.015491866769945739,0.003432494279176135,-0.0034924330616996624,-0.01571483326945189,-0.17888612637053802,567837636.0,0.20670501783419581,0.39804598375342076,-0.19134096591922495,36.93181810837423,26.185000000000002,26.522,25.4806,23.2015,23.645950000000003,-0.023821591485048227,-0.05106436898124698,-0.06981753674607208,-0.11581348200709593,-0.0050684237202231275,0.022174353775975625,0.06817029903699948,10.0,17.0,4.163645267486572,1.746031641960144,0.3438403308391571,-1.3761239051818848,-2.0138518810272217
2023-02-15,CTG,-0.020594965675057142,-0.0015203344735841284,-0.003504672897196248,0.007009345794392496,-0.15857614777706341,569312668.0,0.1612873808318156,0.35069426316909974,-0.18940688233728414,35.74529659906888,26.176,26.512999999999998,25.507399999999997,23.227400000000003,23.648600000000002,-0.016979219462747174,-0.04422199695894592,-0.06297516472377103,-0.10897110998479488,0.0017739483020779258,0.029016725798276678,0.07501267105930053,11.0,18.0,3.2543137073516846,1.2547980546951294,0.12628896534442902,-0.9495745897293091,-2.012289047241211
2023-02-16,CTG,0.012461059190031154,0.020175104682147005,0.012504884720593967,0.0278422273781902,0.9683084841549201,572215986.0,0.18130162670366445,0.3168157358760127,-0.13551410917234824,45.83333324113984,26.221000000000004,26.549,25.551199999999998,23.2646,23.655299999999997,0.01039026862645704,-0.01685250886974171,-0.03560567663456681,-0.08160162189559066,0.029143436391282137,0.05638621388748089,0.10238215914850474,12.0,19.0,2.30000638961792,0.5137009024620056,-0.2596026062965393,-0.8319234848022461,-1.1525827646255493
2023-02-17,CTG,0.02230769230769214,-0.0014925373134327957,0.015438054805094525,-0.0018811136192624645,-0.22899833914163037,569977523.0,0.19092758427614953,0.2916381055560401,-0.10071052127989055,49.304482118970206,26.274,26.573500000000003,25.6138,23.3026,23.663800000000002,0.00848960973137352,-0.018753167764825232,-0.03750633552965033,-0.08350228079067418,0.027242777496198616,0.05448555499239737,0.10048150025342122,13.0,20.0,1.8172622919082642,0.7206703424453735,0.032963525503873825,-0.8236750364303589,-1.1282193660736084
2023-02-20,CTG,0.004890895410082807,0.018310911808669506,0.010262257696693311,0.027139087825103658,1.0450782523544055,574555355.0,0.2537293734366308,0.2840563591321582,-0.030326985695527386,49.69325142703903,26.323,26.5935,25.6586,23.3514,23.679250000000003,0.05009633911368018,0.024277456647398943,-0.027360308285163674,-0.10481695568400753,0.1017341040462428,0.12755298651252403,0.2050096339113679,1.0,21.0,-0.06467922031879425,-0.35758981108665466,-0.0619732066988945,-0.3358047604560852,-0.15195666253566742
2023-02-21,CTG,0.018345189067764833,0.0014678899082567476,0.004890895410082807,-0.01981651376146787,-0.35408857293146623,571598481.0,0.25696462849471047,0.27863801300466867,-0.021673384509958205,56.643356504719065,26.381,26.560000000000002,25.680999999999997,23.408199999999997,23.687949999999997,0.02928709055876692,0.0034682080924856805,-0.048169556840076934,-0.1256262042389208,0.08092485549132954,0.10674373795761077,0.18420038535645464,2.0,22.0,-1.7178385257720947,-0.86656653881073,-0.2683906555175781,0.39763468503952026,1.1367697715759277
2023-02-22,CTG,-0.026102941176470607,-0.026016855991205623,-0.031823287158367686,-0.031823287158367686,0.3345881495119507,567652272.0,0.18876473284511874,0.26066335697275866,-0.07189862412763992,47.88732383874452,26.291000000000004,26.476999999999997,25.715,23.4569,23.69645,-0.003468208092485544,-0.029287090558766785,-0.0809248554913294,-0.15838150289017325,0.04816955684007707,0.07398843930635832,0.15144508670520218,1.0,23.0,-3.2761096954345703,-1.1735001802444458,0.4029366075992584,1.4523978233337402,1.4684937000274658
2023-02-23,CTG,-0.03737259343148347,-0.023702031602708784,-0.020494972931167865,0.0034802784222738303,0.03505465625363491,571736814.0,0.14036008830091262,0.23660270323838947,-0.09624261493747685,49.6062991032302,26.255000000000003,26.383,25.7444,23.5079,23.713649999999998,0.0,-0.02581888246628124,-0.07745664739884385,-0.1549132947976877,0.05163776493256261,0.07745664739884385,0.1549132947976877,2.0,24.0,-4.458877086639404,-1.5469952821731567,0.4477016031742096,1.6847493648529053,2.2764854431152344
2023-02-24,CTG,0.014117647058823568,-0.003468208092485492,-0.001973943939991951,-0.02581888246628128,-0.4641320862902132,569548039.0,0.04738938287965766,0.19876003916664312,-0.15137065628698546,38.17891365263502,26.179000000000002,26.288999999999998,25.7524,23.5585,23.7273,-0.02581888246628124,-0.05163776493256248,-0.1032755298651251,-0.18073217726396895,0.025818882466281376,0.05163776493256261,0.12909441233140648,3.0,25.0,-4.746583938598633,-1.208027720451355,0.3561912477016449,2.040764808654785,3.0401620864868164
2023-02-27,CTG,-0.023975251353441696,-0.023975251353441696,-0.02848101265822789,-0.024920886075949444,-0.20052540804788066,567798169.0,-0.07624737359431677,0.14375855661445117,-0.22000593020876794,38.17891365263502,26.035000000000004,26.190500000000004,25.743399999999998,23.597400000000004,23.7311,-0.007382550335570479,-0.030872483221476472,-0.05248322147651012,-0.09758389261744976,0.014228187919463167,0.03771812080536916,0.0828187919463088,1.0,26.0,-2.3199310302734375,0.3075350821018219,1.1820365190505981,2.288331985473633,0.8003190159797668
2023-02-28,CTG,-0.01426307448494446,-0.007131537242472286,-0.0016286644951140072,-0.005273833671399553,-0.27057609993885257,566521772.0,-0.182615232671143,0.07848379875733233,-0.26109903142847535,30.555555481288565,25.919,26.052,25.742600000000003,23.649299999999997,23.74185,-0.0126174496644295,-0.03610738255033549,-0.05771812080536914,-0.10281879194630877,0.008993288590604146,0.032483221476510137,0.07758389261744977,2.0,27.0,3.2942919731140137,1.8948856592178345,0.3726717531681061,-0.8539108633995056,-1.5461437702178955
2023-03-01,CTG,-0.01607717041800638,0.008778930566640142,-0.011011419249592147,0.030995106035889064,0.6999773581417066,568691618.0,-0.20324400849861135,0.022138237306143595,-0.22538224580475494,41.51565064559818,25.861,26.0185,25.7444,23.716400000000004,23.761300000000002,0.01798657718120815,-0.005503355704697846,-0.02711409395973149,-0.07221476510067112,0.039597315436241794,0.0630872483221478,0.10818791946308742,3.0,28.0,2.975785255432129,1.0537365674972534,0.12092085182666779,-0.9438828229904175,-1.832708477973938
2023-03-02,CTG,0.0347222222222221,0.0035601265822784445,0.023917525773195836,-0.015822784810126667,-0.15621292939683273,566860730.0,-0.24899881567399262,-0.03208917328988366,-0.21690964238410898,40.64516119854317,25.691000000000003,25.956,25.742599999999996,23.7683,23.775850000000002,0.001879194630872491,-0.021610738255033502,-0.04322147651006715,-0.0883221476510068,0.023489932885906138,0.04697986577181213,0.09208053691275177,4.0,29.0,3.7233946323394775,1.3844302892684937,0.18206961452960968,-1.2426986694335938,-2.0179173946380615
2023-03-03,CTG,-0.01065929727595738,-0.012219156484036375,-0.010873942811115533,0.0,-0.04484763677516046,566860730.0,-0.28200900573249754,-0.08207313977840644,-0.1999358659540911,40.162601534589186,25.526,25.9,25.7346,23.825599999999998,23.782799999999998,0.001879194630872491,-0.021610738255033502,-0.04322147651006715,-0.0883221476510068,0.023489932885906138,0.04697986577181213,0.09208053691275177,5.0,30.0,0.43416523933410645,-0.02643430233001709,0.36991485953330994,-0.08120524883270264,-0.43987807631492615
2023-03-06,CTG,-0.005586592178770777,0.026735833998403846,0.014657980456026287,0.019694533762057986,0.8271254711149563,570055965.0,-0.26556959331984586,-0.11877243048669434,-0.14679716283315153,47.51203841650587,25.338,25.8305,25.74,23.9008,23.790649999999996,-0.019580059255442386,-0.05655030271802117,-0.08373051655287882,-0.14788097385031526,0.0076001545794152645,0.044570398041994044,0.10872085533943047,6.0,31.0,2.7217230796813965,1.5166817903518677,0.5021753311157227,-1.012691617012024,-2.1763298511505127
2023-03-07,CTG,0.01805778491171739,0.008550330353672697,0.01805778491171739,0.022861647615293634,-0.09736091398598223,572940109.0,-0.20339547142024372,-0.1356970386734042,-0.06769843274683951,50.678732924660295,25.262,25.821500000000004,25.766,23.9751,23.803600000000003,0.0028339559448667066,-0.03413628751771207,-0.061316501352569726,-0.12546695865000615,0.030014169779724358,0.06698441324230314,0.13113487053973957,1.0,32.0,3.1252474784851074,1.079931616783142,0.4571525752544403,-1.552682876586914,-2.2978157997131348
2023-03-08,CTG,0.00512416239653124,0.01734104046242768,0.0035474970437525677,0.01387283236994219,0.18492453913535534,576357602.0,-0.1236477067248849,-0.13328717228370035,0.009639465558815452,47.846889845317946,25.307,25.799,25.791,24.061,23.819249999999997,0.016746103310575817,-0.02022414015200296,-0.04740435398686061,-0.11155481128429705,0.04392631714543347,0.08089656060801224,0.1450470179054487,2.0,33.0,1.540164589881897,0.18973958492279053,-0.5129492282867432,-1.703275442123413,-0.5309519171714783
2023-03-09,CTG,0.03176470588235292,0.006818181818181834,0.028279654359780082,0.0,-0.30804071873739025,576357602.0,-0.059758173624818056,-0.11858137255192389,0.05882319892710583,48.2315111454596,25.342999999999996,25.799,25.825,24.1348,23.83895,0.016746103310575817,-0.02022414015200296,-0.04740435398686061,-0.11155481128429705,0.04392631714543347,0.08089656060801224,0.1450470179054487,3.0,34.0,0.3454270362854004,-1.054320216178894,-1.2679380178451538,-0.7127082943916321,0.4159913957118988
2023-03-10,CTG,-0.004941087039148528,-0.015048908954100826,-0.01909854851031323,-0.0068415051311288,-0.31715992195422293,574742845.0,-0.023380241154686843,-0.09954114627247648,0.07616090511778964,40.14084497148384,25.427999999999997,25.803500000000003,25.8536,24.1956,23.853250000000003,0.009790029627721263,-0.027180213834857515,-0.05436042766971517,-0.11851088496715159,0.03697024346257891,0.07394048692515769,0.13809094422259413,4.0,35.0,-1.1423825025558472,-1.4859046936035156,-0.39173129200935364,0.19375798106193542,0.5324268937110901
2023-03-13,CTG,-0.02062643239113826,0.0049656226126812975,-0.003504672897196248,0.003444316877152742,0.15198943246568986,576603028.0,0.012566916662706262,-0.07711953368543994,0.08968645034814621,45.3154874503983,25.585,25.809999999999995,25.883200000000002,24.2547,23.863999999999997,0.010924045752473901,-0.010924045752474038,-0.032258064516129004,-0.07544017478473192,0.03225806451612887,0.05410615602107681,0.09728826628967972,5.0,36.0,-2.695566177368164,-1.532119631767273,-0.41772040724754333,0.3054961860179901,1.5481336116790771
2023-03-14,CTG,0.021060842433697324,-0.004941087039148528,-0.00859710824540827,-0.010297482837528626,0.1528720561364123,574458475.0,0.01904897003345596,-0.05788583294166076,0.07693480297511672,50.967741782032604,25.727999999999998,25.823500000000003,25.936000000000003,24.312400000000004,23.8743,0.0005140727412928363,-0.021334018763655104,-0.04266803752731007,-0.08585014779591298,0.021848091504947802,0.043696183009895743,0.08687829327849865,6.0,37.0,-3.714040756225586,-1.792059063911438,-0.45076867938041687,1.1441203355789185,2.5386998653411865
2023-03-15,CTG,0.0015278838808250317,0.011841100076394051,0.024832479306267308,0.01734104046242768,0.3050374600208061,577257197.0,0.059807855494490525,-0.03434709525443051,0.09415495074892104,54.49101781180154,25.839999999999996,25.8505,25.987999999999996,24.3706,23.8855,0.017864027759927945,-0.003984063745019995,-0.025318082508674962,-0.06850019277727787,0.03919804652358291,0.06104613802853085,0.10422824829713376,7.0,38.0,-3.854536771774292,-2.04292631149292,-0.3089349567890167,1.2304246425628662,2.5988454818725586
2023-03-16,CTG,-0.010297482837528626,-0.013590033975084959,-0.019230769230769273,-0.018560606060606055,-0.23125019205194375,575105680.0,0.05197156512356571,-0.017083363178831266,0.06905492830239698,56.521738966603635,25.943,25.816999999999997,26.0202,24.4221,23.8929,-0.0010281454825858097,-0.02287623698753375,-0.04421025575118872,-0.08739236601979163,0.020305873281069156,0.0421539647860171,0.08533607505462,8.0,39.0,-1.9896228313446045,-0.21929262578487396,0.127737358212471,1.0222607851028442,1.0382158756256104
2023-03-17,CTG,0.0019267822736031004,0.003444316877152742,0.010588235294117565,0.0015438054805094747,-0.4712038064305325,576243394.0,0.04843063602812947,-0.0039805633374391195,0.05241119936556859,65.33018846353241,26.05,25.788,26.055999999999997,24.473499999999998,23.897799999999997,0.0005140727412928363,-0.021334018763655104,-0.04266803752731007,-0.08585014779591298,0.021848091504947802,0.043696183009895743,0.08687829327849865,9.0,40.0,-1.4151543378829956,0.12188686430454254,0.8486937880516052,0.9368916749954224,-0.011892180889844894
2023-03-20,CTG,-0.003461538461538405,-0.011823035850495711,-0.027551416375630633,-0.034296724470134876,0.41707669941654935,574631166.0,-0.025892663246395387,-0.008362983319230374,-0.01752967992716501,55.39999984488,26.019,25.678499999999996,26.0694,24.5304,23.89895,-0.016869360533542557,-0.033738721067085115,-0.05021577089054536,-0.08356218124754816,-0.00039231071008230723,0.01647704982346025,0.049823460180463054,1.0,41.0,4.10563325881958,2.45109486579895,0.6771885752677917,-1.3628507852554321,-2.9326767921447754
2023-03-21,CTG,-0.012350443844075687,-0.012350443844075687,0.0,0.010774142059058134,-0.34417774657182487,575688501.0,-0.06228963375211549,-0.019148313405807398,-0.04314132034630809,50.55432356812402,25.957,25.609500000000004,26.0748,24.5958,23.90145,-0.00627697136131817,-0.023146331894860726,-0.03962338171832097,-0.07296979207532378,0.010200078462142078,0.027069438995684633,0.060415849352687435,2.0,42.0,3.4335834980010986,1.1624339818954468,0.2357276827096939,-1.307602047920227,-1.8694374561309814
2023-03-22,CTG,-0.005080109417741285,0.003516998827667095,0.007182761372705571,0.006711409395973256,0.30568079180203056,577069043.0,-0.07653467179788365,-0.03062558508422265,-0.04590908671366099,57.2429904669622,25.875999999999998,25.5915,26.0748,24.6499,23.906350000000003,0.0003923107100824466,-0.01647704982346011,-0.03295409964692036,-0.06630051000392316,0.016869360533542696,0.03373872106708525,0.06708513142408805,3.0,43.0,3.073499917984009,0.7524533867835999,-0.47622576355934143,-1.1788233518600464,-1.268913745880127
2023-03-23,CTG,-0.008641005498821741,0.0,-0.003565768621236143,0.007058823529411784,0.1637921917623657,578675707.0,-0.07246414979045923,-0.03899329802546997,-0.03347085176498926,58.96860968036761,25.813,25.578,26.078400000000002,24.706200000000003,23.913050000000002,0.0074539034915653704,-0.009415457041977186,-0.025892506865437433,-0.059238917222440235,0.023930953315025618,0.04080031384856817,0.07414672420557097,4.0,44.0,0.7226982116699219,-0.5302711725234985,-0.38334375619888306,-0.12990802526474,0.24451138079166412
2023-03-24,CTG,0.017432646592709933,0.005451713395638658,0.007157057654075594,-0.007009345794392496,0.581106566151977,576135400.0,-0.08280816645369882,-0.04775627171111574,-0.03505189474258308,51.56626488628247,25.75,25.589,26.0766,24.7469,23.91795,0.0003923107100824466,-0.01647704982346011,-0.03295409964692036,-0.06630051000392316,0.016869360533542696,0.03373872106708525,0.06708513142408805,5.0,45.0,2.0126683712005615,0.9245705008506775,0.37656688690185547,-0.5762456655502319,-1.3880693912506104
